title,x_coord,y_coord
Ammonius,0.6355912685394287,0.0845741406083107
Plotinus,0.5957796573638916,0.18488408625125885
Medieval Theories of Analogy,0.7396160364151001,0.2669033408164978
Analogy and Analogical Reasoning,0.7416864037513733,0.2717195451259613
Analysis,0.8462218046188354,0.6546005606651306
The Analytic/Synthetic Distinction,0.8395270109176636,0.6491994261741638
Anaphora,0.8188175559043884,0.8773972392082214
Anarchism,0.4079585373401642,0.7299529910087585
Anaxagoras,0.6637557148933411,0.029685068875551224
Pyrrho,0.5706384778022766,0.29044151306152344
John Anderson,0.607366144657135,0.523901104927063
Commentators on Aristotle,0.6473771333694458,0.11086160689592361
Animal Consciousness,0.725788414478302,0.4415263533592224
Animalism,0.7443305850028992,0.5321690440177917
The Moral Status of Animals,0.522621214389801,0.718567967414856
Anomalous Monism,0.7924174070358276,0.4810989797115326
Gertrude Elizabeth Margaret Anscombe,0.5607101321220398,0.8198198080062866
Saint Anselm,0.7053803205490112,0.5381707549095154
Moral Anti-Realism,0.5483596324920654,0.664943516254425
Antiochus of Ascalon,0.49245506525039673,0.22312873601913452
,0.9025532603263855,0.8444666266441345
Epistemological Problems of Perception,0.7491216063499451,0.38998672366142273
Skepticism,0.729693591594696,0.7022940516471863
Saint Thomas Aquinas,0.6243214011192322,0.20611344277858734
"Aquinas' Moral, Political, and Legal Philosophy",0.5257174372673035,0.6002238988876343
Arabic and Islamic Metaphysics,0.6098716259002686,0.15063445270061493
Arabic and Islamic Natural Philosophy and Natural Science,0.6266505718231201,0.13903169333934784
Arabic and Islamic Philosophy of Language and Logic,0.6165112257003784,0.14455509185791016
Arabic and Islamic Psychology and Philosophy of Mind,0.6225295066833496,0.18069499731063843
Greek Sources in Arabic and Islamic Philosophy,0.6012720465660095,0.16833221912384033
Influence of Arabic and Islamic Philosophy on Judaic Thought,0.5657644271850586,0.1456936150789261
Influence of Arabic and Islamic Philosophy on the Latin West,0.6182045936584473,0.15435734391212463
Ibn Kammuna,0.5786025524139404,0.08170264959335327
Ikhwân al-Safâ’,0.595345675945282,0.1352369338274002
Mysticism in Arabic and Islamic Philosophy,0.5942997336387634,0.09407508373260498
Arcesilaus,0.4836513102054596,0.218699648976326
Philosophy of Architecture,0.5778606534004211,0.5276129841804504
Archytas,0.6958067417144775,0.03735858574509621
Hannah Arendt,0.4487166702747345,0.6286331415176392
Ancient Ethical Theory,0.5132224559783936,0.5532103776931763
Epistemic Utility Arguments for Probabilism,0.8702335357666016,0.8755554556846619
Aristotelianism in the Renaissance,0.6495270729064941,0.12470515072345734
Aristotle,0.658989429473877,0.14927642047405243
David,0.6418581604957581,0.08184546232223511
Elias,0.6437473893165588,0.08321776986122131
Olympiodorus,0.6402499675750732,0.07641077786684036
John Philoponus,0.6319826245307922,0.1101202517747879
Aristotle's Biology,0.6532890796661377,0.1402088701725006
Aristotle's Categories,0.6607022285461426,0.15568651258945465
Aristotle's Ethics,0.5120238065719604,0.5632894039154053
Aristotle's Logic,0.665921151638031,0.14583729207515717
Aristotle's Metaphysics,0.6581030488014221,0.16420403122901917
Aristotle's Political Theory,0.44575631618499756,0.6131950616836548
Aristotle's Psychology,0.647485077381134,0.16633625328540802
Aristotle's Rhetoric,0.673084557056427,0.1424054205417633
Aristotle on Causality,0.6536574959754944,0.15089808404445648
Aristotle and Mathematics,0.6617353558540344,0.14044500887393951
Aristotle's Natural Philosophy,0.6456791162490845,0.15181025862693787
Aristotle on Non-contradiction,0.6657856106758118,0.15441663563251495
Antoine Arnauld,0.6276111602783203,0.3195243775844574
Voltaire,0.6632510423660278,0.37993207573890686
Arrow's Theorem,0.6946900486946106,0.8990216851234436
Erotic Art,0.6036853790283203,0.6267146468162537
Conceptual Art,0.5806941986083984,0.5050897598266602
Artifact,0.7490373849868774,0.6249188184738159
Artificial Intelligence,0.9396344423294067,0.6598166823387146
Automated Reasoning,0.8815299868583679,0.7774330973625183
Formal Representations of Belief,0.8628928661346436,0.8465240001678467
The Chinese Room Argument,0.6729608178138733,0.4851766526699066
Connectionism,0.8240917325019836,0.43387356400489807
Defeasible Reasoning,0.8076723217964172,0.8090642690658569
The Frame Problem,0.8311424851417542,0.40861889719963074
Logic and Artificial Intelligence,0.8154867887496948,0.808491051197052
The Turing Test,0.9492416977882385,0.6629306674003601
Tense and Aspect,0.8251538276672363,0.8268770575523376
Assertion,0.7545037865638733,0.7348563075065613
Associationist Theories of Thought,0.8054736852645874,0.4614734351634979
Mary Astell,0.5916082262992859,0.3318443298339844
Atomism from the 17th to the 20th Century,0.8825951814651489,0.2979904115200043
Ancient Atomism,0.6229121088981628,0.023425308987498283
Attention,0.7363923788070679,0.41778382658958435
Properties,0.7956146597862244,0.5374324321746826
Auditory Perception,0.7844058275222778,0.33749231696128845
Saint Augustine,0.6903857588768005,0.20680715143680573
Peter Auriol,0.7327204346656799,0.08778147399425507
John Austin,0.569922924041748,0.9702102541923523
John Langshaw Austin,0.570166826248169,0.970288097858429
Authenticity,0.5400987863540649,0.5193005204200745
Authority,0.4170691668987274,0.7226775884628296
Legal Obligation and Authority,0.414633572101593,0.7401464581489563
Informed Consent,0.5070805549621582,0.8915791511535645
Autonomy in Moral and Political Philosophy,0.5269631147384644,0.7526623606681824
Personal Autonomy,0.5698471069335938,0.7919328808784485
Ibn Rushd's Natural Philosophy,0.6315242648124695,0.14865626394748688
Solomon Ibn Gabirol [Avicebron],0.5816326141357422,0.1241919994354248
Ibn Sina [Avicenna],0.6137094497680664,0.14827966690063477
Ibn Sina's Logic,0.6203662753105164,0.12528298795223236
Ibn Sina's Metaphysics,0.6110575199127197,0.1272558718919754
Ibn Sina's Natural Philosophy,0.6180675625801086,0.13784995675086975
Bodily Awareness,0.7667770385742188,0.37193167209625244
Alfred Jules Ayer,0.655369758605957,0.5994783043861389
Francis Bacon,0.7586593627929688,0.22440840303897858
Roger Bacon,0.7584238052368164,0.22292621433734894
Scottish Philosophy in the 19th Century,0.5804948210716248,0.4036850929260254
The Epistemic Basing Relation,0.7194083333015442,0.7585315108299255
Jean Baudrillard,0.5002148747444153,0.4835449457168579
Bruno Bauer,0.5997880101203918,0.8870503306388855
Bayes' Theorem,0.7703769207000732,0.8348361849784851
Pierre Bayle,0.3932274878025055,0.8683561682701111
Scottish Philosophy in the 18th Century,0.5592957735061646,0.6082172989845276
Beauty,0.5694174766540527,0.4455088973045349
Simone de Beauvoir,0.6146537065505981,0.6637549996376038
Behaviorism,0.7775776386260986,0.45030075311660767
Existence,0.7982508540153503,0.5651712417602539
Time,0.8378944396972656,0.4850744903087616
Being and Becoming in Modern Physics,0.878157377243042,0.3706284165382385
Belief,0.7257234454154968,0.7590994238853455
The Ethics of Belief,0.71310955286026,0.774442195892334
Belief Merging and Judgment Aggregation,0.6970903277397156,0.9108309149742126
Bell's Theorem,0.9308009147644043,0.3367002308368683
The Principle of Beneficence in Applied Ethics,0.4681929647922516,0.8368696570396423
Walter Benjamin,0.6238710284233093,0.555766224861145
Jeremy Bentham,0.49218687415122986,0.6305887699127197
Henri Bergson,0.5085967183113098,0.4610196650028229
George Berkeley,0.6528418064117432,0.4210318624973297
Isaiah Berlin,0.4305315911769867,0.5925182700157166
Basil [Cardinal] Bessarion,0.5580061674118042,0.23898066580295563
Implicit Bias,0.6763071417808533,0.7535824775695801
Binarium Famosissimum,0.5829415917396545,0.12233041226863861
Biodiversity,0.9566861391067505,0.6067853569984436
Biological Information,0.9758931994438171,0.5265451073646545
Conservation Biology,0.9576318264007568,0.6056855916976929
Developmental Biology,0.9669805765151978,0.5093948841094971
Experiment in Biology,0.9325937628746033,0.5315910577774048
Molecular Biology,0.9623236656188965,0.5192384123802185
The Biological Notion of Individual,0.9675334692001343,0.548723042011261
Philosophy of Biology,0.9590696096420288,0.5311135053634644
Reductionism in Biology,0.9286046624183655,0.5001540184020996
Philosophy of Systems and Synthetic Biology,0.956646740436554,0.5303460955619812
Teleological Notions in Biology,0.963630199432373,0.5454212427139282
Feminist Philosophy of Biology,0.630664587020874,0.7100957632064819
Blame,0.567313551902771,0.7497339248657227
Jean Bodin,0.397903710603714,0.6491613388061523
Substance,0.6903370022773743,0.28990939259529114
Anicius Manlius Severinus Boethius,0.6863947510719299,0.16393767297267914
Bohr's Correspondence Principle,0.9420779347419739,0.31474995613098145
Bernard Bolzano,0.808704674243927,0.7140602469444275
Bolzano's Logic,0.8088691830635071,0.7141215801239014
Saint Bonaventure,0.6712446212768555,0.2051311880350113
George Boole,0.9523730278015137,0.795075535774231
The Mathematics of Boolean Algebra,0.9406549334526062,0.788199245929718
Bernard Bosanquet,0.6290377974510193,0.5867375135421753
Boundary,0.8093605041503906,0.3011763095855713
Robert Boyle,0.603400468826294,0.2955779433250427
Francis Herbert Bradley,0.743292510509491,0.5942260026931763
Francis Herbert Bradley's Moral and Political Philosophy,0.5751915574073792,0.6531912684440613
Bradley's Regress,0.7448112964630127,0.5897671580314636
The Definition of Death,0.5309264063835144,0.835453987121582
Skepticism and Content Externalism,0.7566060423851013,0.6993277668952942
Franz Brentano,0.7214820384979248,0.49270111322402954
Brentano's Theory of Judgement,0.7213746905326843,0.49457231163978577
Charlie Dunbar Broad,0.786857008934021,0.5052328705787659
Luitzen Egbertus Jan Brouwer,0.9194841980934143,0.8136301636695862
Giordano Bruno,0.5879295468330383,0.22879168391227722
Martin Buber,0.5185954570770264,0.1613863855600357
Buddha,0.43289467692375183,0.37346702814102173
Ethics in Indian and Tibetan Buddhism,0.44250214099884033,0.373078316450119
Mind in Indian Buddhist Philosophy,0.7299749255180359,0.34485962986946106
Japanese Zen Buddhist Philosophy,0.6059889793395996,0.42331281304359436
Chan Buddhism,0.4405075013637543,0.387118935585022
Tiantai Buddhism,0.44654783606529236,0.34942612051963806
John Buridan,0.7217739224433899,0.181496262550354
Edmund Burke,0.39343753457069397,0.5996543169021606
Walter Burley,0.6786091923713684,0.24310539662837982
Joseph Butler's Moral Philosophy,0.5108155608177185,0.6066374182701111
Byzantine Philosophy,0.6411222815513611,0.11949954181909561
Callicles and Thrasymachus,0.5211043953895569,0.2959529459476471
The Cambridge Platonists,0.5977585315704346,0.30525436997413635
Tommaso Campanella,0.5864397287368774,0.2483121156692505
Albert Camus,0.5561244487762451,0.5280762910842896
The Capability Approach,0.48623305559158325,0.7263566255569458
Girolamo [Geronimo] Cardano,0.5054819583892822,0.5214117765426636
Carneades,0.4891337454319,0.221868634223938
Ernst Cassirer,0.6453068256378174,0.5041740536689758
Moral Reasoning,0.5384035110473633,0.6729339957237244
Categories,0.7116705775260925,0.26604530215263367
Medieval Theories of the Categories,0.7120581865310669,0.2603350281715393
Category Theory,0.9328764081001282,0.7756614089012146
Causal Determinism,0.8727298378944397,0.4575033485889435
Causal Models,0.9462345242500305,0.4470994174480438
Backward Causation,0.9291050434112549,0.43452122807502747
Counterfactual Theories of Causation,0.9401708245277405,0.44596871733665466
Causation in Arabic and Islamic Thought,0.6111769676208496,0.13700290024280548
Causation in the Law,0.5402060747146606,0.8026835918426514
Causation and Manipulability,0.9376063942909241,0.45453858375549316
Medieval Theories of Causation,0.7282052636146545,0.13833382725715637
Mental Causation,0.7852319478988647,0.47502192854881287
The Metaphysics of Causation,0.9347988963127136,0.44503307342529297
Probabilistic Causation,0.9457935690879822,0.44582414627075195
Margaret Lucas Cavendish,0.6373078227043152,0.3430422842502594
Cellular Automata,0.840118944644928,0.4483049511909485
Pornography and Censorship,0.6006101369857788,0.6376426815986633
Certainty,0.7268351912498474,0.7444047331809998
Chance versus Randomness,0.9850656986236572,0.6539187431335449
Change and Inconsistency,0.7108545303344727,0.31987181305885315
Chaos,0.9335726499557495,0.3855862617492676
Moral Character,0.510941207408905,0.5698534846305847
Empirical Approaches to Moral Character,0.5073122382164001,0.5792064666748047
Émilie du Châtelet,0.6599315404891968,0.37636688351631165
Walter Chatton,0.7332086563110352,0.12494740635156631
Philosophy of Chemistry,0.8828406929969788,0.2982395589351654
The Philosophy of Childhood,0.5088968276977539,0.782133936882019
Philosophy for Children,0.5114510655403137,0.7759615778923035
Philosophy in Chile,0.6012231111526489,0.5781093239784241
Human/Non-Human Chimeras,0.5303588509559631,0.7173202037811279
Chinese Ethics,0.4538394808769226,0.47530031204223633
Chinese Philosophy and Chinese Medicine,0.4569385051727295,0.4170292317867279
Confucius,0.44386884570121765,0.4686066210269928
Daoism,0.4720427691936493,0.4286651611328125
Epistemology in Chinese Philosophy,0.45797011256217957,0.44169291853904724
Laozi,0.4721636474132538,0.44012752175331116
Legalism in Chinese Philosophy,0.44646862149238586,0.49515411257743835
Logic and Language in Early Chinese Philosophy,0.6228837370872498,0.920878529548645
Mencius,0.45201459527015686,0.47537875175476074
Metaphysics in Chinese Philosophy,0.4575859606266022,0.43911758065223694
Mohism,0.6199166774749756,0.9183671474456787
Mohist Canons,0.6226376295089722,0.920648455619812
Neo-Daoism,0.46999457478523254,0.44867444038391113
Science and Chinese Philosophy,0.45673230290412903,0.4171512722969055
Social and Political Thought in Chinese Philosophy,0.4481690227985382,0.4907287657260895
Translating and Interpreting Chinese Philosophy,0.671676516532898,0.4855761229991913
Wang Yangming,0.46849024295806885,0.4557097852230072
Zhuangzi,0.4751170873641968,0.4274154603481293
Zhu Xi,0.45579996705055237,0.45470961928367615
Roderick Chisholm,0.7388919591903687,0.4760199189186096
The Axiom of Choice,0.9078301191329956,0.7778857350349426
Dynamic Choice,0.7080882787704468,0.8832743763923645
Social Choice Theory,0.6951321959495544,0.903167724609375
Philosophy and Christian Theology,0.6140720844268799,0.2717011570930481
The Church-Turing Thesis,0.9513657093048096,0.6695238947868347
Citizenship,0.44186103343963623,0.6718446016311646
Civic Education,0.46707168221473694,0.646074116230011
Civic Humanism,0.4245910346508026,0.6146483421325684
Civil Disobedience,0.3792708218097687,0.7433108687400818
Civil Rights,0.44516876339912415,0.7556712031364441
Samuel Clarke,0.5912495851516724,0.375455379486084
Doxography of Ancient Philosophy,0.6841533780097961,0.1020892783999443
Climate Science,0.9203870892524719,0.5663609504699707
The Ethics of Clinical Research,0.5269761085510254,0.9042136669158936
Cloning,0.528438925743103,0.9422199726104736
Catharine Trotter Cockburn,0.5280933380126953,0.6387941837310791
Coercion,0.49139800667762756,0.7001897096633911
Embodied Cognition,0.8147229552268982,0.4228634238243103
Animal Cognition,0.7264748811721802,0.45697474479675293
Cognitive Disability and Moral Status,0.5281305909156799,0.7077006697654724
Cognitive Science,0.816748321056366,0.43696093559265137
Moral Cognitivism vs. Non-Cognitivism,0.5586944818496704,0.6702436208724976
Hermann Cohen,0.6369708776473999,0.48294487595558167
Robin George Collingwood,0.6576588153839111,0.5348834991455078
Anthony Collins,0.5904152989387512,0.3746454119682312
Colonialism,0.43897074460983276,0.641496479511261
Color,0.7610239386558533,0.4153529703617096
The Common Good,0.456543892621994,0.6831195950508118
Common Knowledge,0.7719468474388123,0.8869391083717346
Communitarianism,0.44790416955947876,0.6619928479194641
Comparative Philosophy: Chinese and Western,0.45734113454818726,0.47191187739372253
Compatibilism,0.5812852382659912,0.7697997093200684
Decision-Making Capacity,0.5071550011634827,0.8949123024940491
Computability and Complexity,0.9491294026374817,0.6798243522644043
Computational Complexity Theory,0.8838514089584351,0.8702054023742676
The Problem of the Many,0.8294909596443176,0.5641515254974365
Compositionality,0.7868660688400269,0.6898435354232788
Computation in Physical Systems,0.8352567553520203,0.4445525109767914
Computational Linguistics,0.7733003497123718,0.6798684597015381
The Computational Theory of Mind,0.8313678503036499,0.4427446722984314
Computer and Information Ethics,0.553922712802887,0.8686272501945496
The Philosophy of Computer Science,0.7503147125244141,0.6255164742469788
The Modern History of Computing,0.9555355906486511,0.6596766114234924
Computing and Moral Responsibility,0.5503636598587036,0.8612871170043945
Auguste Comte,0.6403734087944031,0.7496625185012817
Concepts,0.7991689443588257,0.44324201345443726
Condemnation of 1277,0.6863505840301514,0.18883280456066132
Étienne Bonnot de Condillac,0.7057508826255798,0.3596446216106415
Indicative Conditionals,0.7811642289161682,0.7867668867111206
The Logic of Conditionals,0.7817672491073608,0.7889968156814575
"The History of Feminism: Marie-Jean-Antoine-Nicolas de Caritat, Marquis de Condorcet",0.589978039264679,0.6888400912284851
Confirmation,0.7759336829185486,0.8170878887176514
Japanese Confucian Philosophy,0.4386823773384094,0.45511987805366516
Xunzi,0.46017777919769287,0.4862085282802582
Sentence Connectives in Formal Logic,0.8800631761550903,0.796349048614502
Conscience,0.5052661895751953,0.6038071513175964
Medieval Theories of Conscience,0.5042593479156494,0.6027328372001648
Consciousness,0.728886067867279,0.4312662184238434
Higher-Order Theories of Consciousness,0.7353362441062927,0.42989861965179443
Consciousness and Intentionality,0.7318117022514343,0.439913809299469
Representational Theories of Consciousness,0.7565884590148926,0.4213268458843231
Seventeenth-Century Theories of Consciousness,0.7189425826072693,0.4259113669395447
Temporal Consciousness,0.719717264175415,0.4051550626754761
The Unity of Consciousness,0.7243718504905701,0.4312712252140045
Political Obligation,0.41213133931159973,0.7385637760162354
Medieval Theories of Consequence,0.7045509815216064,0.14669838547706604
Consequentialism,0.5079284906387329,0.6779733300209045
Rule Consequentialism,0.5090213418006897,0.6833688020706177
Conservatism,0.3922399878501892,0.6013915538787842
Constitutionalism,0.4120234549045563,0.65403813123703
Constructive Empiricism,0.8821186423301697,0.5790896415710449
Constructivism in Metaethics,0.5460551977157593,0.6297271251678467
Epistemic Contextualism,0.7339154481887817,0.7129341959953308
Continental Rationalism,0.6402369737625122,0.3410155177116394
Continuity and Infinitesimals,0.9219321012496948,0.7115224599838257
The Continuum Hypothesis,0.9326431751251221,0.7448158264160156
Contractarianism,0.4045654833316803,0.7983186841011047
Theories of the Common Law of Contracts,0.40244755148887634,0.7830266952514648
Contractualism,0.5117059946060181,0.6937503814697266
Contradiction,0.8228994607925415,0.75157231092453
Convention,0.7636972069740295,0.8919816017150879
Lady Anne Conway,0.6077182292938232,0.30688154697418213
Anna Julia Cooper,0.45246410369873047,0.5544682741165161
Nicolaus Copernicus,0.7937982678413391,0.15318475663661957
Géraud de Cordemoy,0.6477345824241638,0.3184002935886383
Corruption,0.45922374725341797,0.7923452854156494
Cosmological Argument,0.7164182662963867,0.5543138980865479
Cosmology: Methodological Debates in the 1930s and 1940s,0.9005703926086426,0.41238030791282654
Cosmology and Theology,0.9061658978462219,0.41333580017089844
Philosophy of Cosmology,0.9081671833992004,0.41510871052742004
Cosmopolitanism,0.43119123578071594,0.6735934615135193
Possible Objects,0.7962386012077332,0.5778318047523499
William Crathorn,0.7447768449783325,0.14189182221889496
Creation and Conservation,0.6343860626220703,0.2951861321926117
Creationism,0.6774581074714661,0.5622144937515259
Hasdai Crescas,0.5405996441841125,0.12798230350017548
Theories of Criminal Law,0.366065114736557,0.7313353419303894
Critical Theory,0.6291265487670898,0.7784459590911865
Critical Thinking,0.6068723201751709,0.7928337454795837
Alexander Crummell,0.48635607957839966,0.6622432470321655
Cultural Evolution,0.6671173572540283,0.657167375087738
The Ethics of Cultural Heritage ,0.6645649075508118,0.6560718417167664
Culture and Cognitive Science,0.6674822568893433,0.6589024662971497
Curry's Paradox,0.873600423336029,0.8603077530860901
"Cusanus, Nicolaus [Nicolas of Cusa]",0.6180931925773621,0.2571593225002289
Peter Damian,0.6912768483161926,0.5924299359321594
The Philosophy of Dance,0.6622833609580994,0.5102002024650574
Dante Alighieri,0.6275514364242554,0.22486449778079987
Religious Daoism,0.4686017334461212,0.4242188632488251
Darwinism,0.9561157822608948,0.5728325247764587
Martin Heidegger,0.5308869481086731,0.4914901852607727
Abraham Ibn Daud,0.5600446462631226,0.13122542202472687
Donald Davidson,0.7940914630889893,0.48303499817848206
Death,0.5310947895050049,0.8328609466552734
The Definition of Lying and Deception,0.7455142140388489,0.7520703673362732
Self-Deception,0.7248502373695374,0.7628447413444519
Decision Theory,0.7207659482955933,0.8802329897880554
Causal Decision Theory,0.7282597422599792,0.8725919127464294
Descriptive Decision Theory,0.7213863730430603,0.8843598961830139
Normative Theories of Rational Choice: Expected Utility,0.7260444760322571,0.8757372498512268
Dedekind's Contributions to the Foundations of Mathematics,0.9162121415138245,0.7311211824417114
Defaults in Semantics and Pragmatics,0.7998391389846802,0.8021267652511597
Definitions,0.8620473146438599,0.7320452928543091
Gilles Deleuze,0.5072058439254761,0.4702976644039154
Elijah Delmedigo,0.5502891540527344,0.18118497729301453
Delusion,0.6917040348052979,0.6828240156173706
Science and Pseudo-Science,0.8850339651107788,0.5216777324676514
Democracy,0.4285130798816681,0.6989508271217346
Global Democracy,0.42809179425239563,0.688084602355957
Democritus,0.6243866086006165,0.023652678355574608
Medieval Theories of Demonstration,0.7062941789627075,0.10992696136236191
Indexicals,0.7874043583869934,0.6645717024803162
Reference,0.7844780087471008,0.659727156162262
Deontological Ethics,0.5072092413902283,0.6733161807060242
Ontological Dependence,0.7670193314552307,0.5982896089553833
Depiction,0.7499955892562866,0.4988051652908325
Jacques Derrida,0.5097193121910095,0.4849700331687927
René Descartes,0.6653550267219543,0.3322004973888397
Descartes' Epistemology,0.6724611520767212,0.346863329410553
Descartes' Ethics,0.6658650636672974,0.3233947455883026
Descartes' Life and Works,0.6705115437507629,0.32773539423942566
Descartes' Mathematics,0.676582932472229,0.3355022072792053
Descartes' Modal Metaphysics,0.6670896410942078,0.33807167410850525
Descartes' Ontological Argument,0.6660374999046326,0.34484729170799255
Descartes' Physics,0.6573212742805481,0.3222866952419281
Descartes and the Pineal Gland,0.6626885533332825,0.30097299814224243
17th and 18th Century Theories of Emotions,0.5197792649269104,0.36719459295272827
Descartes' Theory of Ideas,0.6601492166519165,0.34699150919914246
Descriptions,0.780064582824707,0.6514400243759155
Desert,0.3638685345649719,0.7606169581413269
Robert Desgabets,0.6493074297904968,0.3370359241962433
Teleological Arguments for God's Existence,0.6834056973457336,0.557599663734436
Desire,0.5797320008277893,0.6355709433555603
Determinables and Determinates,0.7947051525115967,0.5291190147399902
Epigenesis and Preformationism,0.9686791896820068,0.49847671389579773
Dewey's Moral Philosophy,0.6045640110969543,0.7773517370223999
Dewey's Political Philosophy,0.6088670492172241,0.7748878598213196
Dharmakīrti,0.7353139519691467,0.3258943259716034
Diagrams,0.9604852199554443,0.7203421592712402
The Epistemology of Visual Thinking in Mathematics,0.9603329300880432,0.7204706072807312
Dialectical School,0.7935820817947388,0.208021342754364
Hegel's Dialectics,0.6155530214309692,0.5045338273048401
Dialetheism,0.8269346952438354,0.7532238960266113
Dietrich of Freiberg,0.5550549030303955,0.0783034935593605
The Philosophy of Digital Art,0.8488653898239136,0.4153177738189697
Wilhelm Dilthey,0.6362842321395874,0.5338454246520996
Diodorus Cronus,0.7936528325080872,0.2081301212310791
Pseudo-Dionysius the Areopagite,0.6072142124176025,0.24032534658908844
The Problem of Dirty Hands,0.5202420353889465,0.6558060050010681
"Disability: Definitions, Models, Experience",0.48772668838500977,0.8154657483100891
Feminist Perspectives on Disability,0.4924303889274597,0.8143304586410522
"Disability: Health, Well-Being, and Personal Relationships",0.4879775643348694,0.8193174004554749
Disability and Health Care Rationing,0.4848916530609131,0.8324438333511353
Disability and Justice,0.4867728054523468,0.8119204640388489
Disagreement,0.7048676609992981,0.7504870891571045
Discourse Representation Theory,0.8186538815498352,0.8763304352760315
Discrimination,0.4826790690422058,0.7722331285476685
Concepts of Disease and Health,0.6738064885139465,0.6918771266937256
Disjunction,0.8261383175849915,0.7738871574401855
Dispositions,0.8159006834030151,0.529175877571106
The Sophists,0.5243455171585083,0.2812440097332001
Distributive Justice,0.47044768929481506,0.7290306687355042
