title,x_coord,y_coord,abstract,url,connections,dictionary_definition_tag
Peter Auriol,0.7327204346656799,0.08778147399425508,"


While the French Franciscan Peter Auriol (ca. 1280–1322) has not
attracted as much attention as has his slightly younger contemporary
William Ockham, nevertheless on many topics Auriol was probably just as
influential among fourteenth century thinkers as was the Venerable
Inceptor. Often explicitly rejecting the ideas of Thomas Aquinas, Henry
of Ghent, and most importantly John Duns Scotus, Auriol created
interesting, innovative, and frequently controversial positions over a
whole range of philosophical and theological issues — not least in his
theory of cognition — and many of his positions set the terms of
debate for later thinkers like Gregory of Rimini and John
Capreolus.
",https://plato.stanford.edu/entries/auriol/,,None
John Austin,0.5699229240417479,0.9702102541923524,"


John Austin is considered by many to be the creator of the school of
analytical jurisprudence, as well as, more specifically, the approach
to law known as “legal positivism.” Austin’s particular
command theory of law has been subject to pervasive criticism, but its
simplicity gives it an evocative power that continues to attract
adherents.

",https://plato.stanford.edu/entries/austin-john/,,None
John Langshaw Austin,0.570166826248169,0.9702880978584292,"

John Langshaw Austin (1911–1960) was White’s Professor of
Moral Philosophy at the University of Oxford. He made a number of
contributions in various areas of philosophy, including important work
on knowledge, perception, action, freedom, truth, language, and the
use of language in speech acts. Distinctions that Austin draws in his
work on speech acts—in particular his distinction between
locutionary, illocutionary, and perlocutionary acts—have assumed
something like canonical status in more recent work. His work on
knowledge and perception places him in a broad tradition of
“Oxford Realism”, running from Cook Wilson and Harold
Arthur Prichard through to J.M. Hinton, M.G.F. Martin, John McDowell,
Paul Snowdon, Charles Travis, and Timothy Williamson. His work on
truth has played an important role in recent discussions of the extent
to which sentence meaning can be accounted for in terms of
truth-conditions.
",https://plato.stanford.edu/entries/austin-jl/,,Knowledge
Authenticity,0.5400987863540649,0.5193005204200745,"
The term ‘authentic’ is used either in the strong sense
of being “of undisputed origin or authorship”, or in a
weaker sense of being “faithful to an original” or a
“reliable, accurate representation”. To say that something
is authentic is to say that it is what it professes to be, or what it
is reputed to be, in origin or authorship. But the distinction between
authentic and derivative is more complicated when discussing
authenticity as a characteristic attributed to human beings. For in
this case, the question arises: What is it to be oneself, at one with
oneself, or truly representing one's self? The multiplicity of puzzles
that arise in conjunction with the conception of authenticity connects
with metaphysical, epistemological, and moral issues. On the one hand,
being oneself is inescapable, since whenever one makes a choice or
acts, it is oneself who is doing these things. But on the other hand,
we are sometimes inclined to say that some of the thoughts, decisions
and actions that we undertake are not really one's own and
are therefore not genuinely expressive of who one is. Here, the issue
is no longer of metaphysical nature, but rather about
moral-psychology, identity and responsibility.
When used in this latter sense, the characterization describes a
person who acts in accordance with desires, motives, ideals or beliefs
that are not only hers (as opposed to someone else's), but that also
express who she really is. Bernard Williams captures this when he
specifies authenticity as “the idea that some things are in some
sense really you, or express what you are, and others aren't”
(quoted in Guignon 2004: viii).
Besides being a topic in philosophical debates, authenticity is
also a pervasive ideal that impacts social and political
thinking. In fact, one distinctive feature of recent Western
intellectual developments has been a shift to what is called the
“age of authenticity” (Taylor 2007; Ferrarra 1998).
Therefore, understanding the concept also involves investigating its
historical and philosophical sources and on the way it impacts the
socio-political outlook of contemporary societies.
",https://plato.stanford.edu/entries/authenticity/,,Knowledge
Authority,0.4170691668987274,0.7226775884628296,"


When is political authority legitimate?  This is one of the
fundamental questions of political philosophy.  Depending on how one
understands political authority this question may be the same as, when
is coercion by the state legitimate?  Or, when do we have duties to
obey the state?  Or, when and who has a right to rule through the
state? 
This entry is concerned with the philosophical issues that arise in
the justification of political authority.  First, this entry will
examine some of the main conceptual issues that arise relating to
political authority.  What do we mean by political authority?  This
entry distinguishes political authority from political power, and the
idea of morally legitimate political authority from descriptive ideas
of authority.  It also distinguishes between authority in the sense of
morally justified coercion and authority in the sense of capacity to
impose duties on others and finally from authority as right to rule.
Further distinctions concern the nature of the duties that political
authority imposes on subjects. 
The main part of the entry (section
 4) 
 concerns the nature and merits of different accounts of the
legitimacy of political authority.  Under what conditions is political
authority legitimate?  This entry discusses five different views of
the legitimacy of political authority.  It discusses the
instrumentalist theory according to which authority is legitimate to
the extent that it gets people to do what they already have a duty to
do.  It discusses the consent theory of authority according to which
authority is legitimate only if the subjects have consented to it.  It
discusses the theory advanced by John Rawls that authority is
legitimate if and only if it acts in accord with principles the
subjects agree to.  It discusses Ronald Dworkin's view according to
which legitimate political authority is a kin to the basis of
obligations to friendships, families and other associations.  Finally
it discusses the democratic conception of authority according to which
the democratic assembly has legitimate political authority within
certains limits because it treats every citizen as an equal in the
process of making law.
",https://plato.stanford.edu/entries/authority/,,None
Legal Obligation and Authority,0.41463357210159296,0.7401464581489563,"


Whatever else they do, all legal systems recognize, create, vary and
enforce obligations. This is no accident: obligations are central to
the social role of law and explaining them is necessary to an
understanding of law's authority and, therefore, its nature. Not only
are there obligations in the law, there are also obligations
to the law. Historically, most philosophers agreed that these
include a moral obligation to obey, or what is usually called
“political obligation.” Voluntarists maintained that this
requires something like a voluntary subjection to law's rule, for
example, through consent. Non-voluntarists denied this, insisting that
the value of a just and effective legal system is itself sufficient to
validate law's claims. Both lines of argument have recently come under
intense scrutiny, and some philosophers now deny that law is entitled
to all the authority it claims for itself, even when the legal system
is legitimate and reasonably just. On this view there are legal
obligations that some of law's subjects have no moral obligation to
perform.
",https://plato.stanford.edu/entries/legal-obligation/,['https://plato.stanford.edu/entries/legal-positivism/'],None
Informed Consent,0.5070805549621582,0.8915791511535645,"


Few principles are as often identified with bioethics as informed
consent. In clinical practice, the doctrine of informed consent rose
to dominance during the course of the 20th century. It replaced a
medical ethos founded on trust in physicians' decisions—often on
the assumption that “doctor knows best”—with an
ethos that sought to put patients in charge of their own care. In
medical research on human subjects, informed consent requirements
gained prominence in reaction to abuses. One influential response to
the cruelty of Nazi experiments was the Nuremberg Code of research ethics, which stipulated, “The voluntary consent of the
human subject is absolutely essential” (Faden and Beauchamp
1986, 156). But why should we require informed consent when it comes
at a cost to the individual's health? What is the content, the scope,
and the status of that requirement? How does informed consent in
bioethics, the focus of the present entry, relate to consent in sexual
ethics, business ethics, and political philosophy?
",https://plato.stanford.edu/entries/informed-consent/,"['https://plato.stanford.edu/entries/decision-capacity/', 'https://plato.stanford.edu/entries/advance-directives/', 'https://plato.stanford.edu/entries/democracy/', 'https://plato.stanford.edu/entries/paternalism/', 'https://plato.stanford.edu/entries/mill/', 'https://plato.stanford.edu/entries/personal-autonomy/', 'https://plato.stanford.edu/entries/well-being/', 'https://plato.stanford.edu/entries/kant-hume-morality/', 'https://plato.stanford.edu/entries/respect/', 'https://plato.stanford.edu/entries/reasons-agent/', 'https://plato.stanford.edu/entries/property/', 'https://plato.stanford.edu/entries/republicanism/', 'https://plato.stanford.edu/entries/coercion/', 'https://plato.stanford.edu/entries/locke-political/']",None
Autonomy in Moral and Political Philosophy,0.5269631147384644,0.7526623606681824,"


Individual autonomy is an idea that is generally understood to refer
to the capacity to be one's own person, to live one's life according
to reasons and motives that are taken as one's own and not the product
of manipulative or distorting external forces. It is a central value
in the Kantian tradition of moral philosophy but it is also given
fundamental status in John Stuart Mill's version of utilitarian
liberalism (Kant 1785/1983, Mill 1859/1975, ch. III). Examination of
the concept of autonomy also figures centrally in debates over
education policy, biomedical ethics, various legal freedoms and rights
(such as freedom of speech and the right to privacy), as well as moral
and political theory more broadly. In the realm of moral theory,
seeing autonomy as a central value can be contrasted with alternative
frameworks such an ethic of care, utilitarianism of some kinds, and an
ethic of virtue. Autonomy has traditionally been thought to connote
independence and hence to reflect assumptions of individualism in both
moral thinking and political designations of political status.  In
recent decades, however, theorists have increasingly tried to
structure the concept so as to sever its ties to this brand of
individualism.  In all such discussions the concept of autonomy is the
focus of much controversy and debate, disputes which focus attention
on the fundamentals of moral and political philosophy and the
Enlightenment conception of the person more generally.
",https://plato.stanford.edu/entries/autonomy-moral/,,None
Personal Autonomy,0.5698471069335938,0.7919328808784485,"

Autonomous agents are self-governing agents. But what is a
self-governing agent?  Governing oneself is no guarantee that one will
have a greater range of options in the future, or the sort of
opportunities one most wants to have.  Since, moreover, a person can
govern herself without being able to appreciate the difference between
right and wrong, it seems that an autonomous agent can do something
wrong without being to blame for her action. What, then, are the
necessary and sufficient features of this self-relation?  Philosophers
have offered a wide range of competing answers to this question.
",https://plato.stanford.edu/entries/personal-autonomy/,,None
Ibn Rushd's Natural Philosophy,0.6315242648124695,0.14865626394748688,"

Philosophy has been divided into theoretical and practical since the
time of Aristotle’s distinction of the sciences, and within
theoretical philosophy, the enquire on nature was of major import in
Ancient and Medieval times. Most of its contents later developed into
modern natural science as the seeds of physics or chemistry, but its
founding concepts are still worth reflecting upon. Concepts such as
those of body and extension, motion and change, time and place,
finiteness and infiniteness, and of nature itself have kept their
philosophical gist.

The Iranian philosopher Ibn Sina [Avicenna] (d. 1037 CE) organized his
philosophical encyclopedia “The Healing” in four sections:
Logic, mathematical, and natural sciences, and sciences of the Divine;
the doctrine on the human soul was part of the natural sciences. The
Andalusian Ibn Rushd [Averroes] (d. 1198 CE) was a faithful disciple
of Aristotle and he stuck to the organization of the Aristotelian
corpus implemented by Andronicus of Rhodes (fl. 1st century BCE), a
scholar of the Peripatetic school who gave the science of the soul a
place of its own, as would Averroes. On the Soul belongs to
the physical works, but it is devoted to living natural beings with
considerable focus on humans and their capacities for sensation and
thought, and Andronicus placed it after the first four physical
treatises and before metaphysics. The mentioned treatises are the
Physics, On the Heavens, On Generation and
Corruption, and the Meteorology.

We may say that the Physics, which is the first and the
longest treatise on natural philosophy (184a–267b in
Bekker’s numbering) contains a number of Aristotelian books that
deal with key issues of this science, but Averroes was not aware of
this fact that modern research has brought to light. His work was
based on the belief in the unity of the treatise, so that he always
strove for a coherent, unified reading and interpretation of
Aristotle.

Averroes composed Long, Middle, and Short commentaries on
Aristotle’s Physics and some essays,
masā’il, quaestiones, on physical
matters. The Middle and Short commentaries were revised by Averroes
himself, and the Long Commentary shows traces of revision, but in
general, the Long Commentary represents the last stage of his thought.
The Middle Commentaries were favored by later Jewish philosophers,
but, as S. Harvey has shown, the Long Commentary on
the Physics was soon translated into Hebrew and also drew
their interest (Harvey 1985). The Long Commentary was the most
influential of the three in the Latin West and a recent collective
publication highlights its influence in the field of natural
philosophy (Bakker 2015). For this reason the research for this
article will rely mainly on it, but occasional references to the other
commentaries, or to other works, will be made.
",https://plato.stanford.edu/entries/ibn-rushd-natural/,,Reality
Solomon Ibn Gabirol [Avicebron],0.5816326141357422,0.1241919994354248,"


A prolific poet and the author of the Fons Vitae, Ibn Gabirol
is well known in the history of philosophy for the doctrine that all
things —including soul and intellect—are comprised of
matter and form (“Universal Hylomorphism”), and for his
emphasis on Divine Will. Ibn Gabirol is moved first and foremost by
the Neoplatonic theological sense that God's reality infuses all
things, and by the concomitant ethical and existential ideal of
Neoplatonic Return—the notion that we must strive, through mind
and deed, to reclaim our own truest being and likeness to our
source. Thought wrongly by centuries of Christian scholastics to be
either a Christian defender of Augustine or a Muslim misreader of
Aristotle, Ibn Gabirol is in fact a Jewish Neoplatonist who, under the
additional influence of Pseudo Empedoclean ideas, paints for us a
modified Plotinian universe in which all things are rooted in various
“layers” of matters and forms which reveal the mediating
graces of God's own Will/Wisdom/Word. For Ibn Gabirol, everything
(even the simple unity of intellect itself) reveals a matter+form
complexity, mirroring in this way the complex unity of God's own
“essential” and “active” moments. Where God
reveals himself as the “Fountain of Life,” our material
core acts as the river through which we may return always to our
source.
",https://plato.stanford.edu/entries/ibn-gabirol/,,Existence
Ibn Sina [Avicenna],0.6137094497680664,0.14827966690063474,"


Abū-ʿAlī al-Ḥusayn ibn-ʿAbdallāh
Ibn-Sīnā [Avicenna] (ca. 970–1037) was the preeminent
philosopher and physician of the Islamic
 world.[1]
In his work he combined the disparate strands of 
 philosophical/scientific[2] 
 thinking in Greek late antiquity and early
Islam into a rationally rigorous and self-consistent scientific system
that encompassed and explained all reality, including the tenets of
revealed religion and its theological and mystical elaborations. In
its integral and comprehensive articulation of science and philosophy,
it represents the culmination of the Hellenic tradition, defunct in
Greek after the sixth century, reborn in Arabic in the 9th
(Gutas 2004a, 2010). It dominated intellectual life in the Islamic
world for centuries to come, and the sundry reactions to it, ranging
from acceptance to revision to refutation and to substitution with
paraphilosophical constructs, determined developments in philosophy,
science, religion, theology, and mysticism. In Latin translation,
beginning with the 12th century, Avicenna’s
philosophy influenced mightily the medieval and Renaissance
philosophers and scholars, just as the Latin translation of his
medical Canon (GMed 1), often revised, formed the basis of
medical instruction in European universities until the 17th
century. The Arabophone Jewish and Christian scholars within Islam, to
the extent that they were writing for their respective communities and
not as members of the Islamic commonwealth, accepted most of his ideas
(notably Maimonides in his Arabic Guide of the Perplexed and
Barhebraeus in his Syriac Cream of Wisdom). The Jewish
communities in Europe used Hebrew translations of some of his works,
though they were far less receptive than their Roman Catholic
counterparts, preferring Averroes instead. The Roman Orthodox in
Constantinople were quite indifferent to philosophical developments
abroad (and inimical to those at home) and came to know
Avicenna’s name only through its occurrence in the Greek
translations of the Latin scholastics that began after the
4th Crusade. In his influence on the intellectual history
of the world in the West (of India), he is second only to Aristotle,
as it was intuitively acknowledged in the Islamic world where he is
called “The Preeminent Master” (al-shaykh
al-raʾīs), after Aristotle, whom Avicenna called
“The First Teacher” (al-muʿallim al-awwal).

",https://plato.stanford.edu/entries/ibn-sina/,"['https://plato.stanford.edu/entries/ibn-sina-metaphysics/', 'https://plato.stanford.edu/entries/ibn-sina-natural/']",Knowledge
Ibn Sina's Logic,0.6203662753105164,0.12528298795223236,"

Ibn Sīnā [hereafter: Avicenna] (980–1037 CE) is—directly
or indirectly—the most influential logician in the Arabic
tradition. His work is central in the re-definition of a family of
problems and doctrines inherited from ancient and late ancient logic,
especially Aristotle and the Peripatetic tradition. While, in general
terms, Avicenna squarely falls into a logical tradition that it is
reasonable to characterize as Aristotelian, the trove of innovations
he introduces establishes him as a genuinely new canonical figure. Every
later logician in this tradition confronts him, either as a critic or
as a follower, to the extent that, with few exceptions, Aristotle and
the Peripatetic tradition almost entirely disappear from the
scene. Arabic logic accordingly divides into two areas and periods:
pre-Avicennan and post-Avicennan (Street
2004).[1]

The innovations introduced by Avicenna include systematic as well as
technical points: from the division of logic into its main areas to
the reading of propositions and the understanding of modality; from a
new account of hypothetical propositions to his theory of
demonstration.

This entry aims to offer an account of some of the most representative
features of Avicenna’s logic without any pretense to
exhaustiveness. A standard classification of the works and contents of
the Aristotelian Organon in the Arabic tradition (which
includes Porphyry’s Isagoge, alongside
Aristotle’s Rhetoric and Poetics) divides
the study of logic broadly into two main areas focusing either on (i)
formal aspects (e.g., the analysis of the truth conditions of
propositions, inference, and the structure of arguments) or (ii) on
material aspects (e.g., the classification of arguments with
respect to their terms and premises, which underwrites a standard
division of logic into five areas: demonstration, dialectic,
sophistic, rhetoric, and poetics). The entry focuses primarily on (i)
and limits the treatment of (ii) to the case of demonstration and
fallacies.
",https://plato.stanford.edu/entries/ibn-sina-logic/,,Knowledge
Ibn Sina's Metaphysics,0.6110575199127197,0.1272558718919754,"
For Avicenna (Ibn Sīnā) metaphysics is a science
(ʿilm), i.e., a perfectly rationally established
discipline that allows human reason to achieve an authentic
understanding of the inner structure of the world. Metaphysics is the
science of being qua being and therefore the science that
explains every being. In his interpretation, Avicenna fuses
the Aristotelian tradition, which he intends to renew (Gutas 2014),
with the Neo-Platonic idea of emanation, on which he builds his
system: metaphysics thus includes theology, cosmology and angelology,
and provides a foundation for physics, psychology, prophetology and
eschatology. Indeed, metaphysics even demonstrates “the
principles of the particular sciences” that investigate
“the states of particular existent things”
(Ilāhiyyāt, I, 2, 14, 18–15, 7) and are
subordinate to it (Bertolacci 2006: Ch. 7). So metaphysics is
“first” and “at the head” of all sciences
(Ilāhiyyāt, I, 3, 18, 14–17; Houser 1999;
Lizzini 2005) and is universal not only because it concerns
being qua being (instead of just some aspects of it), but
also because it comprehends reality—and the system of knowledge
this implies—as a whole (instead of just some portions of
it).
 In this article, which has reference mainly, but not exclusively,
 to the Ilāhiyyāt
 of Kitāb al-Šifā' (known in English as
 the Metaphysics of the Book of the Healing or of
 the Book of the Cure), I shall start—after introducing
 Avicenna's sources—with a brief discussion of the status of
 metaphysics as a science, and then illustrate Avicenna's analysis of
 existence and the theology that arises from it. Thereafter I shall
 focus on Avicenna's theory of emanation, highlighting its essential
 aspects.
",https://plato.stanford.edu/entries/ibn-sina-metaphysics/,,Knowledge
Ibn Sina's Natural Philosophy,0.6180675625801086,0.13784995675086975,"

Ibn Sīnā (980–1037)—the Avicenna of Latin
fame—is arguably the most important representative of
falsafa, the Graeco-Arabic philosophical tradition beginning
with Plato and Aristotle, extending through the Neoplatonic commentary
tradition and continuing among philosophers and scientists in the
medieval Arabic world. Avicenna's fame in many ways is a result of his
ability to synthesize and to extend the many intellectual trends of
his time. These trends included not only the aforementioned Greek
traditions, but also the Islamic theological tradition, Kalām,
which was emerging at the same time that the Greek scientific and
philosophical texts were being translated into Arabic. Avicenna's own
unique system survives in no fewer than three philosophical
encyclopedias—Cure (or The Healing), The
Salvation and Pointers and Reminders. Each provides a
comprehensive worldview ranging from logic to psychology, from
metaphysics to ethics (although admittedly, ethics is treated only
scantly). At the middle of this Avicennan worldview is natural
philosophy or physics (ʿilm ṭabīʿī).
The significance of natural philosophy, Avicenna's physics in
particular, is twofold. First, it represents Avicenna's best attempt
to explain the sensible world in which we live and to provide the
principles for many of the other special sciences. Second, Avicenna's
natural philosophy lays the foundations for a full understanding of
his advancements in other fields. Examples of this second point
include, but are certainly not limited to, the ramifications of
logical distinctions for the sciences, the physical basis of
psychology (as well as the limitation of physicalism for a philosophy
of mind) and the introduction of key problems that would become the
focal points of metaphysical inquiry. In all cases, Avicenna assumes
his readers know their physics. 

As others before him, Avicenna understands natural philosophy as the
study of body insofar as it is subject to motion. Thus the present
study, after an overview of medieval physics generally, turns to
Avicenna's account of the nature of body followed by his account of
motion. Central to an account of bodies is whether they are continuous
or atomic, and so one must consider Avicenna's critique of atomism and
his defense and analysis of continuous magnitudes. The discussion of
motion follows in two steps: one, his account of motion and, two, his
account of the conditions for motion. The section on motion
concentrates on Avicenna's unique understanding of the Aristotelian
definition of motion as the first actuality of potential as potential,
while the conditions for motion involve his understanding of time and
place. 
",https://plato.stanford.edu/entries/ibn-sina-natural/,"['https://plato.stanford.edu/entries/alexander-aphrodisias/', 'https://plato.stanford.edu/entries/philoponus/', 'https://plato.stanford.edu/entries/al-ghazali/', 'https://plato.stanford.edu/entries/democritus/', 'https://plato.stanford.edu/entries/epicurus/', 'https://plato.stanford.edu/entries/arabic-islamic-natural/']",Reality
Bodily Awareness,0.7667770385742188,0.3719316720962525,"


We are aware of our bodies. I see the world by opening my eyes and
in so doing, I feel the motion of my eyelid. I feel that my legs are
crossed and that my arm is raising. I feel tired and thirsty. I feel
cold. I feel my teeth begin to chatter. My back itches. The way we
relate to our body, including the way we perceive it, control it and
affectively react to what happens to it, is unlike the way we relate to
other objects.


Despite its richness, bodily awareness has attracted relatively little
attention from philosophers with the notable exception of
phenomenologists. Neuropsychologists and psychiatrists, however, have
confronted the multi-faceted phenomenology of bodily awareness through
a wide variety of disorders. In addition, the study of the body is now
crucial in cognitive neuroscience. Bodily illusions have raised a wide
range of philosophical questions about the underlying mechanisms of
bodily self-awareness. The notion of bodily awareness is at the crossroads of philosophical
debates on the self, perception, action and space. This entry will
focus on three main questions: (i) How does the awareness of one's body
differ from the awareness of other objects? (ii) What are the roles of
action and mental representations of the body for bodily
awareness? (iii) What makes us feel our body as our own? 
",https://plato.stanford.edu/entries/bodily-awareness/,,None
Alfred Jules Ayer,0.655369758605957,0.5994783043861389,"


A.J. Ayer (1910–1989) was only 24 when he wrote the book that made his
philosophical name, Language, Truth, and Logic (hereafter
LTL), published in 1936. In it he put forward what were
understood to be the major theses of logical positivism, and so
established himself as the leading English representative of the
movement, Viennese in origin. In endorsing these views Ayer saw
himself as continuing in the line of British empiricism established by
John Locke and David Hume, an empiricism whose most recent
representative was Bertrand Russell. Throughout his subsequent career
he remained true to this tradition’s rejection of the
possibility of synthetic a priori knowledge, and so he saw
the method of philosophy to be the analysis of the meaning of key
terms, such as ‘causality’, ‘truth’,
‘knowledge’, ‘freedom’, and so on. The major
portion of his work was devoted to exploring different facets of our
claims to knowledge, particularly perceptual knowledge and knowledge
that depended on inductive inference for its credence. Along the way
he defended a ‘justified true belief’ account of
knowledge, a Humean account of causation, and compatibilism with
respect to freedom.  In
LTL he put forward an emotivist theory of ethics, one that he
never abandoned.

Ayer always wrote with stylish crispness and clarity; he could lay
bare the bones of a philosophical difficulty in a few paragraphs of
strikingly simple prose. On many a philosophical problem Ayer cannot
be bettered for providing a lucid, informative, and revealing
description of its contours. Above all, on reading an essay of his,
whether it be on basic propositions, sense data, induction, or
freedom, one comes away recognizing that the aim of the author has
been to reach the truth, no matter what that turned out to be.
Unfortunately, he sometimes rushed to reach it, which, together with
the directness of his style, gave him a reputation for mere cleverness
that he never lived down. Nevertheless, amongst British philosophers
of the 20th Century he has been ranked as second only to
Russell (Foster 1985); P.F. Strawson, at his memorial service, stated
that his contribution to the theory of knowledge and general
metaphysics was “in no way inferior to Russell’s”
(see Rogers 1999, 358).
",https://plato.stanford.edu/entries/ayer/,['https://plato.stanford.edu/entries/truth-deflationary/'],Knowledge
Francis Bacon,0.7586593627929688,0.22440840303897847,"


Francis Bacon (1561–1626) was one of the leading figures in
natural philosophy and in the field of scientific methodology in the
period of transition from the Renaissance to the early modern era. As a
lawyer, member of Parliament, and Queen's Counsel, Bacon wrote on
questions of law, state and religion, as well as on contemporary
politics; but he also published texts in which he speculated on
possible conceptions of society, and he pondered questions of ethics
(Essays) even in his works on natural philosophy (The
Advancement of Learning).


After his studies at Trinity College, Cambridge and Gray's
Inn, London, Bacon did not take up a post at a university, but instead
tried to start a political career. Although his efforts were not
crowned with success during the era of Queen Elizabeth, under James I
he rose to the highest political office, Lord Chancellor. Bacon's
international fame and influence spread during his last years, when he
was able to focus his energies exclusively on his philosophical work,
and even more so after his death, when English scientists of the Boyle
circle (Invisible College) took up his idea of a cooperative
research institution in their plans and preparations for establishing
the Royal Society.


To the present day Bacon is well known for his treatises on
empiricist natural philosophy (The Advancement of Learning,
Novum Organum Scientiarum) and for his doctrine of the idols,
which he put forward in his early writings, as well as for the idea of
a modern research institute, which he described in Nova
Atlantis.
",https://plato.stanford.edu/entries/francis-bacon/,,None
Roger Bacon,0.7584238052368164,0.22292621433734894,"
Roger Bacon (1214/1220–1292), Master of Arts, contemporary of
Robert Kilwardby, Peter of Spain, and Albert the Great at the
University of Paris in the 1240s, was one of the early Masters who
taught Aristotle's works on natural philosophy and
metaphysics. Sometime after 1248–49, he became an independent
scholar with an interest in languages and experimental-scientific
concerns. Between 1247 and 1267, Bacon mastered most of the Greek and
Arabic texts on the science of optics. In 1256/57, either at Paris or
Oxford, he joined the Franciscan Order. By 1264 in Paris, he came to
believe that his university reputation for advanced learning had
suffered. Because he regarded this decade as an exile from university
teaching and writing, he sought the Patronage of Cardinal Guy le Gros
de Foulque, Papal Ambassador to England (who later served as Pope
Clement IV, 1265-68). On the instruction of the Pope on June 22, 1266,
Bacon quickly wrote “an introductory work,” the Opus
maius, and the related works, Opus minus and Opus
tertium. He set out his own new model for a reform of the system
of philosophical and theological studies, one that would incorporate
language studies and science studies, then unavailable at the
universities. In this project, he was partly successful. He wrote a
new and provocative text on semiotics, and influenced the addition
of perspectiva to mathematical studies (the Quadrivium)
as a required university subject. He succeeded in setting out a model
of an experimental science on the basis of his study of optics. The
latter was used in his extension of experimental science to include
new medicines and the general health care of the body. He did this in
a new context: the application of linguistic and scientific knowledge
for a better understanding of Theology and in the service of
the Res publica Christiana. Heretofore, it appeared that Bacon
was condemned by his own Order in 1278 “on account of certain
suspected novelties.” This may have been due to his interests in
astrology and alchemy. The historical accuracy of this condemnation
has been questioned by some Bacon scholars, and it is now seen by some
as a later retrojection. Bonaventure and John Pecham were among his
first readers. It is clear that with the possible exception of the
uses or astrology and alchemy, Bacon shared in Bonaventure's project
seeking a “reduction” of the sciences to theology. Bacon
also found a sympathetic reader and interpreter in the great secular
scholar of the Sorbonne, Peter of Limoges (d. 1306). Through the
latter, Bacon may have influenced Raymond Lull. Sometime in the late
1270s or early 1280s, Bacon returned to Oxford, where he completed his
edition with introduction and notes of the Secretum secretorum,
a Latin translation of an Arabic text on the education of the Prince,
the Sirr-al-‘asrar, which he believed to be a work by Aristotle
written for Alexander the Great. This work of advice to the Prince
points to Bacon's close connections to the Papal Court through Pope
Clement IV, the French Court through Alphonse of Poitiers, and the
English Court. His contacts with the Papal Curia were mediated by
William Bonecor, Ambassador of King Henry III. Bacon died at Oxford
c. 1292.
",https://plato.stanford.edu/entries/roger-bacon/,,Knowledge
Scottish Philosophy in the 19th Century,0.5804948210716248,0.4036850929260254,"


Philosophical debate in 19th century Scotland was very
vigorous, its agenda being set in large part by the impact of Kant and
German Idealism on the philosophical tradition of the Scottish
Enlightenment. The principal figures are Thomas Brown, Sir William
Hamilton, James Frederick Ferrier and Alexander Bain, and later in the
century, the so-called “Scottish Idealists” notably James
Hutchison Stirling, Edward Caird, and D.G. Ritchie. The
self-conscious identity of the Scottish philosophical tradition owes
much to James McCosh, a Scottish born and educated philosopher who
became President of the College of New Jersey, later Princeton
University.

",https://plato.stanford.edu/entries/scottish-19th/,,None
The Epistemic Basing Relation,0.7194083333015442,0.7585315108299255,"


The epistemic basing relation is the relation which holds between a
reason and a belief if and only if the reason is a reason for which
the belief is held. It is generally thought to be a necessary, but
not sufficient, condition for a belief’s being justified that
the belief be based on a reason. The basing relation is what
distinguishes good reasons which a person possesses that contribute
to the personal justification of a given belief from good reasons
which the person possesses but that do not contribute to the personal
justification of the belief.


 Basing relations may be involved in both inferential and
non-inferential justification. For example, one may hold that sensory
states count as reasons, and thus require that a sensory belief be
based on a reason if it is to be justified by that reason. In
addition, one might understand at least some self-evident beliefs to
be based on the meanings of the various terms of the sentence
expressing the proposition believed.  For example, one’s belief
that all bachelors are unmarried men may be understood to be based on
the meanings of ‘all’, ‘bachelors’,
‘are’, etc.

 The basing relation is most frequently analyzed in terms of a
reason’s causing a
 belief.[1]
 In such analyses, the reason and the belief are understood to be
mental states of a person. The cause may be a contributing cause or a
sufficient cause. However, the basing relation has also been analyzed
as an appropriate counterfactual cause of a belief and also as
depending on an appropriate meta-belief to the effect that a reason
is a good reason to hold the belief.


Analysis of the basing relation is relevant to a variety of
fundamental epistemological issues. It is relevant to the nature of
epistemic rationalization and to questions regarding the
internalism/externalism debate. In addition, it has been argued that
reliabilist theories of justification are incompatible with the
correct analysis of the basing relation.
",https://plato.stanford.edu/entries/basing-epistemic/,,Knowledge
