primary_article,connected_article,start_x,start_y,finish_x,finish_y
The Definition of Art,Immanuel Kant,0.5789771676063538,0.4998781085014343,0.6236861944198608,0.4526465833187103
The Definition of Art,Georg Wilhelm Friedrich Hegel,0.5789771676063538,0.4998781085014343,0.6121783256530762,0.5047076344490051
The Definition of Art,Hegel's Aesthetics,0.5789771676063538,0.4998781085014343,0.6099776029586792,0.505442202091217
The Definition of Art,18th Century German Aesthetics,0.5789771676063538,0.4998781085014343,0.5793907046318054,0.4531720578670502
The Definition of Art,Arthur Schopenhauer,0.5789771676063538,0.4998781085014343,0.5998980402946472,0.4788637459278106
The Definition of Art,Friedrich Nietzsche,0.5789771676063538,0.4998781085014343,0.41147246956825256,0.5073773264884949
The Definition of Art,Dewey's Aesthetics,0.5789771676063538,0.4998781085014343,0.6081106066703796,0.7756164073944092
The Definition of Art,Aristotle,0.5789771676063538,0.4998781085014343,0.6589894294738771,0.14927642047405246
The Definition of Art,Goodman's Aesthetics,0.5789771676063538,0.4998781085014343,0.7532535195350647,0.5040518641471863
The Definition of Art,Social Institutions,0.5789771676063538,0.4998781085014343,0.4574927985668182,0.7851223349571228
The Definition of Art,Aesthetic Judgment,0.5789771676063538,0.4998781085014343,0.5803016424179077,0.477746844291687
The Definition of Art,Beardsley's Aesthetics,0.5789771676063538,0.4998781085014343,0.5753076672554016,0.4881506860256195
18th Century French Aesthetics,18th Century British Aesthetics,0.5753676891326904,0.4621510207653046,0.5663895606994629,0.4487771689891815
18th Century French Aesthetics,18th Century German Aesthetics,0.5753676891326904,0.4621510207653046,0.5793907046318054,0.4531720578670502
Hume's Aesthetics,Moral Sentimentalism,0.5640193819999695,0.5594769716262817,0.5543637275695801,0.6651043295860289
Afterlife,Mind in Indian Buddhist Philosophy,0.6623679399490356,0.5632089972496033,0.7299749255180359,0.34485962986946106
Afterlife,Dualism,0.6623679399490356,0.5632089972496033,0.7763895988464355,0.4747670888900757
Agency,Action,0.5717194676399231,0.7993255257606506,0.5691413283348083,0.8095797300338745
Agency,Mental Representation,0.5717194676399231,0.7993255257606506,0.7965258359909058,0.4368402361869812
Agency,Cognitive Science,0.5717194676399231,0.7993255257606506,0.816748321056366,0.43696093559265137
Agency,Embodied Cognition,0.5717194676399231,0.7993255257606506,0.8147229552268982,0.4228634238243103
Agency,Shared Agency,0.5717194676399231,0.7993255257606506,0.571143388748169,0.8261284828186035
Agency,Collective Intentionality,0.5717194676399231,0.7993255257606506,0.5719485282897949,0.8288185596466064
Agency,Feminist Perspectives on Autonomy,0.5717194676399231,0.7993255257606506,0.5276300311088562,0.7521422505378723
Agency,Kant and Hume on Morality,0.5717194676399231,0.7993255257606506,0.5541368126869202,0.5919427871704102
Agency,Events,0.5717194676399231,0.7993255257606506,0.7999242544174194,0.4938122928142548
Agency,Free Will,0.5717194676399231,0.7993255257606506,0.5790828466415405,0.7723017334938049
Reasons for Action: Agent-Neutral vs. Agent-Relative,Consequentialism,0.5480579733848572,0.7655054330825806,0.5079284906387329,0.6779733300209045
Reasons for Action: Agent-Neutral vs. Agent-Relative,Metaethics,0.5480579733848572,0.7655054330825806,0.5342441797256471,0.6591086983680725
Al-Farabi's Philosophy of Society and Religion,Al-Farabi's Psychology and Epistemology,0.5169211030006409,0.5319823622703552,0.6231903433799744,0.18428082764148712
Algebra,The Mathematics of Boolean Algebra,0.9409340023994446,0.7871933579444885,0.9406549334526062,0.788199245929718
The Algebra of Logic Tradition,George Boole,0.9528579115867616,0.794834554195404,0.9523730278015136,0.795075535774231
The Algebra of Logic Tradition,Model Theory,0.9528579115867616,0.794834554195404,0.8815850615501404,0.739205002784729
Altruism,Moral Psychology: Empirical Approaches,0.5435304045677185,0.7324849963188171,0.5574381947517395,0.7195608615875244
Altruism,Biological Altruism,0.5435304045677185,0.7324849963188171,1.0,0.5794762969017029
Analogy and Analogical Reasoning,The Problem of Induction,0.7416864037513733,0.2717195451259613,0.713850736618042,0.6561217308044434
Analogy and Analogical Reasoning,Medieval Theories of Analogy,0.7416864037513733,0.2717195451259613,0.7396160364151001,0.2669033408164978
Analogy and Analogical Reasoning,First-order Model Theory,0.7416864037513733,0.2717195451259613,0.8865465521812439,0.7419882416725159
Analogy and Analogical Reasoning,Naturalism in Epistemology,0.7416864037513733,0.2717195451259613,0.7001325488090515,0.7319622039794922
Analogy and Analogical Reasoning,Precedent and Analogy in Legal Reasoning,0.7416864037513733,0.2717195451259613,0.4335167706012726,0.8359869718551636
Analogy and Analogical Reasoning,Evidence,0.7416864037513733,0.2717195451259613,0.7359796762466431,0.7965425252914429
Analogy and Analogical Reasoning,Bayes' Theorem,0.7416864037513733,0.2717195451259613,0.7703769207000732,0.8348361849784851
Analogy and Analogical Reasoning,Dutch Book Arguments,0.7416864037513733,0.2717195451259613,0.7534904479980469,0.8183460235595703
Analogy and Analogical Reasoning,Abduction,0.7416864037513733,0.2717195451259613,0.7621743679046631,0.8044182062149048
Analogy and Analogical Reasoning,Metaphor,0.7416864037513733,0.2717195451259613,0.7655977606773376,0.7188533544540405
Analogy and Analogical Reasoning,Models in Science,0.7416864037513733,0.2717195451259613,0.9113044142723083,0.5650621652603149
Analysis,The Analysis of Knowledge,0.8462218046188354,0.6546005606651306,0.7251445055007935,0.7220122218132019
The Analytic/Synthetic Distinction,Gottlob Frege,0.8395270109176636,0.6491994261741638,0.8844764232635498,0.7038769721984863
The Analytic/Synthetic Distinction,Frege's Theorem and Foundations for Arithmetic,0.8395270109176636,0.6491994261741638,0.8858202695846558,0.70942622423172
The Analytic/Synthetic Distinction,Causal Theories of Mental Content,0.8395270109176636,0.6491994261741638,0.7902302742004395,0.4502773582935333
The Analytic/Synthetic Distinction,Teleological Theories of Mental Content,0.8395270109176636,0.6491994261741638,0.7903506755828857,0.4440191090106964
Anaphora,Discourse Representation Theory,0.8188175559043884,0.8773972392082214,0.8186538815498352,0.8763304352760315
Anaphora,Dynamic Semantics,0.8188175559043884,0.8773972392082214,0.8331508040428162,0.8146992325782776
Anaphora,Situations in Natural Language Semantics,0.8188175559043884,0.8773972392082214,0.8198155164718628,0.8865782618522644
Commentators on Aristotle,Alexander of Aphrodisias,0.6473771333694458,0.1108616068959236,0.6539664268493652,0.10334140807390213
Commentators on Aristotle,Ammonius,0.6473771333694458,0.1108616068959236,0.6355912685394287,0.0845741406083107
Commentators on Aristotle,Anicius Manlius Severinus Boethius,0.6473771333694458,0.1108616068959236,0.6863947510719299,0.16393767297267914
Animal Consciousness,Animal Cognition,0.725788414478302,0.4415263533592224,0.7264748811721802,0.4569747447967529
Animal Consciousness,Epiphenomenalism,0.725788414478302,0.4415263533592224,0.7844454050064087,0.4706697165966034
Animal Consciousness,Dualism,0.725788414478302,0.4415263533592224,0.7763895988464355,0.4747670888900757
Animal Consciousness,Representational Theories of Consciousness,0.725788414478302,0.4415263533592224,0.7565884590148926,0.4213268458843231
Gertrude Elizabeth Margaret Anscombe,Action,0.5607101321220398,0.8198198080062866,0.5691413283348083,0.8095797300338745
Saint Anselm,Ontological Arguments,0.7053803205490112,0.5381707549095154,0.7089245319366455,0.5430075526237488
Moral Anti-Realism,Pragmatics,0.5483596324920654,0.664943516254425,0.7637372612953186,0.7325025796890259
Moral Anti-Realism,Moral Cognitivism vs. Non-Cognitivism,0.5483596324920654,0.664943516254425,0.5586944818496704,0.6702436208724976
Moral Anti-Realism,Fictionalism,0.5483596324920654,0.664943516254425,0.8240424990653992,0.6007868051528931
Moral Anti-Realism,Skepticism,0.5483596324920654,0.664943516254425,0.7296935915946959,0.7022940516471863
Moral Anti-Realism,Constructivism in Metaethics,0.5483596324920654,0.664943516254425,0.5460551977157593,0.6297271251678467
Antiochus of Ascalon,Arcesilaus,0.4924550652503967,0.22312873601913447,0.4836513102054596,0.21869964897632602
Antiochus of Ascalon,Ancient Skepticism,0.4924550652503967,0.22312873601913447,0.6787363886833191,0.4177696406841278
Antiochus of Ascalon,Stoicism,0.4924550652503967,0.22312873601913447,0.4877083897590637,0.2463357150554657
Antiochus of Ascalon,Carneades,0.4924550652503967,0.22312873601913447,0.4891337454319,0.22186863422393802
Epistemological Problems of Perception,The Problem of Perception,0.7491216063499451,0.3899867236614227,0.7418879866600037,0.3963542282581329
Epistemological Problems of Perception,Sense-Data,0.7491216063499451,0.3899867236614227,0.7625080943107605,0.40052330493927
Epistemological Problems of Perception,Consciousness and Intentionality,0.7491216063499451,0.3899867236614227,0.7318117022514343,0.439913809299469
Epistemological Problems of Perception,The Disjunctive Theory of Perception,0.7491216063499451,0.3899867236614227,0.7405140995979309,0.3956288397312164
Epistemological Problems of Perception,Foundationalist Theories of Epistemic Justification,0.7491216063499451,0.3899867236614227,0.7127737402915955,0.7017085552215576
Epistemological Problems of Perception,Internalist vs. Externalist Conceptions of Epistemic Justification,0.7491216063499451,0.3899867236614227,0.7056389451026917,0.7071323990821838
Epistemological Problems of Perception,Abduction,0.7491216063499451,0.3899867236614227,0.7621743679046631,0.8044182062149048
Epistemological Problems of Perception,Simplicity,0.7491216063499451,0.3899867236614227,0.8609679341316223,0.5245656967163086
Epistemological Problems of Perception,Skepticism,0.7491216063499451,0.3899867236614227,0.7296935915946959,0.7022940516471863
Epistemological Problems of Perception,Epistemic Closure,0.7491216063499451,0.3899867236614227,0.7284712195396423,0.7163389921188354
Epistemological Problems of Perception,The Contents of Perception,0.7491216063499451,0.3899867236614227,0.7525627017021179,0.4086670279502869
Epistemological Problems of Perception,Reliabilist Epistemology,0.7491216063499451,0.3899867236614227,0.7120538949966431,0.7197822332382202
Skepticism,Ancient Skepticism,0.7296935915946959,0.7022940516471863,0.6787363886833191,0.4177696406841278
Greek Sources in Arabic and Islamic Philosophy,The Theology of Aristotle,0.6012720465660095,0.16833221912384033,0.5970075130462646,0.17437228560447693
Ancient Ethical Theory,Plato,0.5132224559783936,0.5532103776931763,0.5406248569488525,0.2806394994258881
Ancient Ethical Theory,Aristotle's Ethics,0.5132224559783936,0.5532103776931763,0.5120238065719604,0.5632894039154053
Ancient Ethical Theory,Pyrrho,0.5132224559783936,0.5532103776931763,0.5706384778022766,0.29044151306152344
Epistemic Utility Arguments for Probabilism,Formal Representations of Belief,0.8702335357666016,0.8755554556846619,0.8628928661346436,0.8465240001678467
Epistemic Utility Arguments for Probabilism,Normative Theories of Rational Choice: Expected Utility,0.8702335357666016,0.8755554556846619,0.7260444760322571,0.8757372498512268
Aristotle,Aristotle's Logic,0.6589894294738771,0.14927642047405246,0.665921151638031,0.14583729207515714
Aristotle,Aristotle's Categories,0.6589894294738771,0.14927642047405246,0.6607022285461426,0.15568651258945465
Aristotle,Aristotle on Causality,0.6589894294738771,0.14927642047405246,0.6536574959754944,0.15089808404445648
Aristotle,Parmenides,0.6589894294738771,0.14927642047405246,0.6543185710906982,0.026129614561796192
Aristotle,Zeno of Elea,0.6589894294738771,0.14927642047405246,0.7996093034744263,0.2450428456068039
Aristotle,Aristotle's Metaphysics,0.6589894294738771,0.14927642047405246,0.6581030488014221,0.16420403122901914
Aristotle,Aristotle's Psychology,0.6589894294738771,0.14927642047405246,0.647485077381134,0.16633625328540802
Aristotle,Aristotle's Ethics,0.6589894294738771,0.14927642047405246,0.5120238065719604,0.5632894039154053
Aristotle,Aristotle's Political Theory,0.6589894294738771,0.14927642047405246,0.4457563161849976,0.6131950616836548
Aristotle,Aristotle's Rhetoric,0.6589894294738771,0.14927642047405246,0.673084557056427,0.1424054205417633
Aristotle,Commentators on Aristotle,0.6589894294738771,0.14927642047405246,0.6473771333694458,0.1108616068959236
Aristotle,Plotinus,0.6589894294738771,0.14927642047405246,0.5957796573638916,0.18488408625125885
Aristotle,Porphyry,0.6589894294738771,0.14927642047405246,0.5947310328483582,0.18587929010391235
Aristotle,Byzantine Philosophy,0.6589894294738771,0.14927642047405246,0.6411222815513611,0.1194995418190956
Aristotle,Influence of Arabic and Islamic Philosophy on the Latin West,0.6589894294738771,0.14927642047405246,0.6182045936584473,0.15435734391212466
Aristotle,Albert the Great,0.6589894294738771,0.14927642047405246,0.7236866354942322,0.16790714859962466
Aristotle,Saint Thomas Aquinas,0.6589894294738771,0.14927642047405246,0.6243214011192322,0.2061134427785873
Aristotle,Binarium Famosissimum,0.6589894294738771,0.14927642047405246,0.5829415917396545,0.1223304122686386
Aristotle,Aristotelianism in the Renaissance,0.6589894294738771,0.14927642047405246,0.6495270729064941,0.12470515072345735
Aristotle,Virtue Ethics,0.6589894294738771,0.14927642047405246,0.5153326392173767,0.5756924152374268
Aristotle's Categories,Aristotle's Metaphysics,0.6607022285461426,0.15568651258945465,0.6581030488014221,0.16420403122901914
Aristotle's Logic,Relevance Logic,0.665921151638031,0.14583729207515714,0.8425410389900208,0.7956738471984863
Aristotle's Logic,Aristotle's Metaphysics,0.665921151638031,0.14583729207515714,0.6581030488014221,0.16420403122901914
Aristotle's Logic,The Traditional Square of Opposition,0.665921151638031,0.14583729207515714,0.7084517478942871,0.15953387320041654
Aristotle's Logic,Aristotle's Psychology,0.665921151638031,0.14583729207515714,0.647485077381134,0.16633625328540802
Aristotle's Logic,Aristotle's Rhetoric,0.665921151638031,0.14583729207515714,0.673084557056427,0.1424054205417633
Aristotle's Logic,Aristotle on Non-contradiction,0.665921151638031,0.14583729207515714,0.6657856106758118,0.15441663563251495
Aristotle's Logic,Diodorus Cronus,0.665921151638031,0.14583729207515714,0.7936528325080872,0.2081301212310791
Aristotle's Logic,Dialectical School,0.665921151638031,0.14583729207515714,0.7935820817947388,0.20802134275436399
Aristotle's Metaphysics,Aristotle's Logic,0.6581030488014221,0.16420403122901914,0.665921151638031,0.14583729207515714
Aristotle's Metaphysics,Aristotle's Psychology,0.6581030488014221,0.16420403122901914,0.647485077381134,0.16633625328540802
Aristotle's Metaphysics,Aristotle's Natural Philosophy,0.6581030488014221,0.16420403122901914,0.6456791162490845,0.15181025862693787
Aristotle's Political Theory,Aristotle's Ethics,0.4457563161849976,0.6131950616836548,0.5120238065719604,0.5632894039154053
Aristotle's Political Theory,Aristotle's Natural Philosophy,0.4457563161849976,0.6131950616836548,0.6456791162490845,0.15181025862693787
Aristotle's Psychology,Aristotle's Ethics,0.647485077381134,0.16633625328540802,0.5120238065719604,0.5632894039154053
Aristotle's Rhetoric,Aristotle's Logic,0.673084557056427,0.1424054205417633,0.665921151638031,0.14583729207515714
Aristotle and Mathematics,Aristotle's Logic,0.6617353558540344,0.14044500887393951,0.665921151638031,0.14583729207515714
Aristotle's Natural Philosophy,Aristotle's Biology,0.6456791162490845,0.15181025862693787,0.6532890796661377,0.1402088701725006
Arrow's Theorem,Social Choice Theory,0.6946900486946106,0.8990216851234436,0.6951321959495544,0.903167724609375
Arrow's Theorem,Voting Methods,0.6946900486946106,0.8990216851234436,0.672532856464386,0.9226709604263306
Artificial Intelligence,The Turing Test,0.9396344423294068,0.6598166823387146,0.9492416977882384,0.6629306674003601
Artificial Intelligence,Pascal's Wager,0.9396344423294068,0.6598166823387146,0.7013644576072693,0.8244170546531677
Artificial Intelligence,Gottlob Frege,0.9396344423294068,0.6598166823387146,0.8844764232635498,0.7038769721984863
Artificial Intelligence,Cognitive Science,0.9396344423294068,0.6598166823387146,0.816748321056366,0.43696093559265137
Artificial Intelligence,Logic and Artificial Intelligence,0.9396344423294068,0.6598166823387146,0.8154867887496948,0.808491051197052
Artificial Intelligence,Doctrine of Double Effect,0.9396344423294068,0.6598166823387146,0.5365511775016785,0.8189002871513367
Artificial Intelligence,The Chinese Room Argument,0.9396344423294068,0.6598166823387146,0.6729608178138733,0.4851766526699066
Artificial Intelligence,Gödel's Incompleteness Theorems,0.9396344423294068,0.6598166823387146,0.9035291075706482,0.7201911807060242
Formal Representations of Belief,Structured Propositions,0.8628928661346436,0.8465240001678467,0.8010931611061096,0.6578887104988098
Formal Representations of Belief,Interpretations of Probability,0.8628928661346436,0.8465240001678467,0.7608199119567871,0.8295605778694153
Formal Representations of Belief,Epistemic Utility Arguments for Probabilism,0.8628928661346436,0.8465240001678467,0.8702335357666016,0.8755554556846619
Formal Representations of Belief,Epistemology,0.8628928661346436,0.8465240001678467,0.7169679403305054,0.7064260244369507
Formal Representations of Belief,Vagueness,0.8628928661346436,0.8465240001678467,0.8125283122062683,0.7439279556274414
Formal Representations of Belief,Possible Worlds,0.8628928661346436,0.8465240001678467,0.8043746948242188,0.6004469990730286
Formal Representations of Belief,Epistemic Logic,0.8628928661346436,0.8465240001678467,0.8274663686752319,0.7966283559799194
Formal Representations of Belief,Non-monotonic Logic,0.8628928661346436,0.8465240001678467,0.8060141205787659,0.8080434203147888
The Chinese Room Argument,Intentionality,0.6729608178138733,0.4851766526699066,0.7381478548049927,0.4497048854827881
The Frame Problem,Logic and Artificial Intelligence,0.8311424851417542,0.4086188971996307,0.8154867887496948,0.808491051197052
The Frame Problem,Cognitive Science,0.8311424851417542,0.4086188971996307,0.816748321056366,0.43696093559265137
The Frame Problem,The Computational Theory of Mind,0.8311424851417542,0.4086188971996307,0.8313678503036499,0.4427446722984314
The Frame Problem,Formal Learning Theory,0.8311424851417542,0.4086188971996307,0.8567374944686891,0.515772819519043
The Frame Problem,Connectionism,0.8311424851417542,0.4086188971996307,0.8240917325019836,0.4338735640048981
The Frame Problem,Folk Psychology as a Theory,0.8311424851417542,0.4086188971996307,0.8020363450050354,0.4029843211174011
The Frame Problem,Folk Psychology as Mental Simulation,0.8311424851417542,0.4086188971996307,0.8055064082145691,0.3822315335273743
The Turing Test,Provability Logic,0.9492416977882384,0.6629306674003601,0.8688289523124695,0.8048364520072937
Tense and Aspect,Temporal Logic,0.8251538276672363,0.8268770575523376,0.8401879668235779,0.841212272644043
Tense and Aspect,Events,0.8251538276672363,0.8268770575523376,0.7999242544174194,0.4938122928142548
Tense and Aspect,Non-monotonic Logic,0.8251538276672363,0.8268770575523376,0.8060141205787659,0.8080434203147888
Tense and Aspect,Discourse Representation Theory,0.8251538276672363,0.8268770575523376,0.8186538815498352,0.8763304352760315
Tense and Aspect,The Experience and Perception of Time,0.8251538276672363,0.8268770575523376,0.7191887497901917,0.39962297677993774
Associationist Theories of Thought,Behaviorism,0.8054736852645874,0.4614734351634979,0.7775776386260986,0.4503007531166077
Associationist Theories of Thought,John Stuart Mill,0.8054736852645874,0.4614734351634979,0.5434852838516235,0.5603262782096863
Associationist Theories of Thought,Scottish Philosophy in the 19th Century,0.8054736852645874,0.4614734351634979,0.5804948210716248,0.4036850929260254
Associationist Theories of Thought,The Computational Theory of Mind,0.8054736852645874,0.4614734351634979,0.8313678503036499,0.4427446722984314
Associationist Theories of Thought,Connectionism,0.8054736852645874,0.4614734351634979,0.8240917325019836,0.4338735640048981
Associationist Theories of Thought,Implicit Bias,0.8054736852645874,0.4614734351634979,0.6763071417808533,0.7535824775695801
Associationist Theories of Thought,Kant's Transcendental Arguments,0.8054736852645874,0.4614734351634979,0.6489226222038269,0.453048586845398
Associationist Theories of Thought,The Language of Thought Hypothesis,0.8054736852645874,0.4614734351634979,0.7984188795089722,0.4281589388847351
Associationist Theories of Thought,Compositionality,0.8054736852645874,0.4614734351634979,0.7868660688400269,0.6898435354232788
Attention,The Unity of Consciousness,0.7363923788070679,0.4177838265895844,0.7243718504905701,0.4312712252140045
Attention,Representational Theories of Consciousness,0.7363923788070679,0.4177838265895844,0.7565884590148926,0.4213268458843231
Attention,Convention,0.7363923788070679,0.4177838265895844,0.7636972069740295,0.8919816017150879
Properties,Tropes,0.7956146597862244,0.5374324321746826,0.7534871101379395,0.5635073184967041
Properties,Nonexistent Objects,0.7956146597862244,0.5374324321746826,0.7965297102928162,0.5659394264221191
Properties,Mental Causation,0.7956146597862244,0.5374324321746826,0.7852319478988647,0.4750219285488129
Properties,Concepts,0.7956146597862244,0.5374324321746826,0.7991689443588257,0.4432420134544373
Properties,Nominalism in Metaphysics,0.7956146597862244,0.5374324321746826,0.7794868350028992,0.5533392429351807
Properties,Medieval Theories of Relations,0.7956146597862244,0.5374324321746826,0.7046903371810913,0.2509155571460724
Properties,Definitions,0.7956146597862244,0.5374324321746826,0.8620473146438599,0.7320452928543091
Properties,Russell's Paradox,0.7956146597862244,0.5374324321746826,0.8661115169525146,0.7095797657966614
Properties,Structural Realism,0.7956146597862244,0.5374324321746826,0.8752610087394714,0.5682093501091003
Properties,Relations,0.7956146597862244,0.5374324321746826,0.7506183385848999,0.58806312084198
Properties,Propositions,0.7956146597862244,0.5374324321746826,0.801521897315979,0.6564205288887024
Properties,Time,0.7956146597862244,0.5374324321746826,0.8378944396972656,0.4850744903087616
Properties,Sortals,0.7956146597862244,0.5374324321746826,0.6925053000450134,0.2913937270641327
Properties,Determinables and Determinates,0.7956146597862244,0.5374324321746826,0.7947051525115967,0.5291190147399902
Properties,Natural Kinds,0.7956146597862244,0.5374324321746826,0.8062561154365541,0.5167106986045837
Properties,Essential vs. Accidental Properties,0.7956146597862244,0.5374324321746826,0.7973182797431946,0.5471182465553284
Properties,Intrinsic vs. Extrinsic Properties,0.7956146597862244,0.5374324321746826,0.8044714927673341,0.5387539267539978
Properties,Color,0.7956146597862244,0.5374324321746826,0.7610239386558533,0.4153529703617096
Properties,Supervenience,0.7956146597862244,0.5374324321746826,0.8417233228683472,0.27458879351615906
Properties,Emergent Properties,0.7956146597862244,0.5374324321746826,0.7876110076904297,0.5051089525222778
Properties,Types and Tokens,0.7956146597862244,0.5374324321746826,0.7766687273979187,0.5774691700935364
Auditory Perception,Sounds,0.7844058275222778,0.33749231696128845,0.7845700979232788,0.3373023569583893
Auditory Perception,Color,0.7844058275222778,0.33749231696128845,0.7610239386558533,0.4153529703617096
Auditory Perception,Inverted Qualia,0.7844058275222778,0.33749231696128845,0.7620896100997925,0.4292124807834625
Auditory Perception,The Philosophy of Music,0.7844058275222778,0.33749231696128845,0.5921421051025391,0.5123474597930908
Auditory Perception,The Unity of Consciousness,0.7844058275222778,0.33749231696128845,0.7243718504905701,0.4312712252140045
Legal Obligation and Authority,Legal Positivism,0.41463357210159296,0.7401464581489563,0.4422219097614288,0.8123295903205872
Informed Consent,Decision-Making Capacity,0.5070805549621582,0.8915791511535645,0.5071550011634827,0.8949123024940491
Informed Consent,Advance Directives and Substitute Decision-Making,0.5070805549621582,0.8915791511535645,0.5284761786460876,0.7661501169204712
Informed Consent,Democracy,0.5070805549621582,0.8915791511535645,0.4285130798816681,0.6989508271217346
Informed Consent,Paternalism,0.5070805549621582,0.8915791511535645,0.4778251945972442,0.8883858919143677
Informed Consent,John Stuart Mill,0.5070805549621582,0.8915791511535645,0.5434852838516235,0.5603262782096863
Informed Consent,Personal Autonomy,0.5070805549621582,0.8915791511535645,0.5698471069335938,0.7919328808784485
Informed Consent,Well-Being,0.5070805549621582,0.8915791511535645,0.5271415710449219,0.5614021420478821
Informed Consent,Kant and Hume on Morality,0.5070805549621582,0.8915791511535645,0.5541368126869202,0.5919427871704102
Informed Consent,Respect,0.5070805549621582,0.8915791511535645,0.5106476545333862,0.7148953080177307
Informed Consent,Reasons for Action: Agent-Neutral vs. Agent-Relative,0.5070805549621582,0.8915791511535645,0.5480579733848572,0.7655054330825806
Informed Consent,Property and Ownership,0.5070805549621582,0.8915791511535645,0.4621383547782898,0.7470982074737549
Informed Consent,Republicanism,0.5070805549621582,0.8915791511535645,0.4258507788181305,0.6120936870574951
Informed Consent,Coercion,0.5070805549621582,0.8915791511535645,0.4913980066776276,0.7001897096633911
Informed Consent,Locke's Political Philosophy,0.5070805549621582,0.8915791511535645,0.5599894523620605,0.36381995677948
Ibn Sina [Avicenna],Ibn Sina's Metaphysics,0.6137094497680664,0.14827966690063474,0.6110575199127197,0.1272558718919754
Ibn Sina [Avicenna],Ibn Sina's Natural Philosophy,0.6137094497680664,0.14827966690063474,0.6180675625801086,0.13784995675086975
Ibn Sina's Natural Philosophy,Alexander of Aphrodisias,0.6180675625801086,0.13784995675086975,0.6539664268493652,0.10334140807390213
Ibn Sina's Natural Philosophy,John Philoponus,0.6180675625801086,0.13784995675086975,0.6319826245307922,0.1101202517747879
Ibn Sina's Natural Philosophy,Al-Ghazali,0.6180675625801086,0.13784995675086975,0.601820170879364,0.13630713522434235
Ibn Sina's Natural Philosophy,Democritus,0.6180675625801086,0.13784995675086975,0.6243866086006165,0.023652678355574608
Ibn Sina's Natural Philosophy,Epicurus,0.6180675625801086,0.13784995675086975,0.6161510944366455,0.005464151967316866
Ibn Sina's Natural Philosophy,Arabic and Islamic Natural Philosophy and Natural Science,0.6180675625801086,0.13784995675086975,0.6266505718231201,0.13903169333934784
Alfred Jules Ayer,The Deflationary Theory of Truth,0.655369758605957,0.5994783043861389,0.817801833152771,0.6587470769882202
Existence,Names,0.7982508540153503,0.5651712417602539,0.7822932600975037,0.6536499857902527
Existence,The Identity of Indiscernibles,0.7982508540153503,0.5651712417602539,0.780385434627533,0.5256149768829346
Existence,Actualism,0.7982508540153503,0.5651712417602539,0.8019979596138,0.5979917049407959
Existence,Properties,0.7982508540153503,0.5651712417602539,0.7956146597862244,0.5374324321746826
